"Date","Team1","Team2","Toss_Winner","Toss_Decision","Venue","Run1","Over1","Wicket1","Run2","Over2","Wicket2","Winner","Winnerby","Margin"
"2006-01-15","Australia","South Africa","Australia","bat","Brisbane Cricket Ground, Woolloongabba","228","49.6","10","231","48.5","5","South Africa","wickets","5"
"2008-04-13","Pakistan","Bangladesh","Pakistan","bat","Gaddafi Stadium","308","49.7","8","285","49.7","7","Pakistan","runs","23"
"2007-06-10","Africa XI","Asia XI","Asia XI","bat","MA Chidambaram Stadium, Chepauk","331","49.6","8","318","49.6","7","Asia XI","runs","13"
"2011-10-15","Bangladesh","West Indies","Bangladesh","bat","Shere Bangla National Stadium","220","48.5","10","221","42.4","2","West Indies","wickets","8"
"2016-10-05","South Africa","Australia","Australia","bat","Kingsmead","371","49.6","5","372","49.2","6","South Africa","wickets","4"
"2013-01-13","Australia","Sri Lanka","Sri Lanka","field","Adelaide Oval","170","46.5","10","172","40.1","2","Sri Lanka","wickets","8"
"2009-11-27","South Africa","England","South Africa","bat","Newlands","354","49.6","5","242","41.3","10","South Africa","runs","112"
"2007-03-22","Canada","New Zealand","Canada","field","Beausejour Stadium, Gros Islet","363","49.6","5","249","49.2","10","New Zealand","runs","114"
"2007-03-19","Bermuda","India","Bermuda","field","Queen's Park Oval, Port of Spain","413","49.6","5","156","43.1","10","India","runs","257"
"2013-01-23","India","England","India","field","Punjab Cricket Association Stadium, Mohali","257","49.6","7","258","47.3","5","India","wickets","5"
"2010-12-10","India","New Zealand","New Zealand","bat","MA Chidambaram Stadium, Chepauk","103","26.6","10","107","21.1","2","India","wickets","8"
"2011-10-18","Bangladesh","West Indies","Bangladesh","field","Zahur Ahmed Chowdhury Stadium","61","21.7","10","62","19.6","2","Bangladesh","wickets","8"
"2010-06-19","India","Pakistan","Pakistan","bat","Rangiri Dambulla International Stadium","267","49.3","10","271","49.5","7","India","wickets","3"
"2009-12-24","India","Sri Lanka","Sri Lanka","bat","Eden Gardens","315","49.6","6","317","48.1","3","India","wickets","7"
"2014-10-24","New Zealand","South Africa","New Zealand","field","Bay Oval","282","49.6","10","210","46.3","10","South Africa","runs","72"
"2015-02-27","South Africa","West Indies","South Africa","bat","Sydney Cricket Ground","408","49.6","5","151","33.1","10","South Africa","runs","257"
"2014-02-28","India","Sri Lanka","Sri Lanka","field","Khan Shaheb Osman Ali Stadium","264","49.6","10","265","49.2","8","Sri Lanka","wickets","2"
"2012-07-10","England","Australia","England","field","Old Trafford","145","31.6","7","138","27.1","3","England","wickets","7"
"2010-08-17","Scotland","Afghanistan","Afghanistan","bat","Cambusdoon New Ground","120","40.2","10","121","33.5","4","Scotland","wickets","6"
"2009-02-05","Sri Lanka","India","India","bat","R Premadasa Stadium","332","49.6","5","265","47.6","10","India","runs","67"
"2015-01-23","Australia","England","Australia","field","Bellerive Oval","303","49.6","7","304","49.5","7","Australia","wickets","3"
"2014-07-20","Zimbabwe","Afghanistan","Zimbabwe","field","Queens Sports Club","256","49.6","7","257","43.3","2","Zimbabwe","wickets","8"
"2012-07-07","England","Australia","England","field","Riverside Ground","200","49.6","10","201","47.5","2","England","wickets","8"
"2010-03-14","West Indies","Zimbabwe","West Indies","field","Arnos Vale Ground, Kingstown","161","49.6","10","165","27.4","6","West Indies","wickets","4"
"2007-06-29","India","South Africa","India","field","Civil Service Cricket Club, Stormont","226","49.6","6","227","49.1","4","India","wickets","6"
"2009-01-18","Australia","South Africa","South Africa","field","Bellerive Oval","249","49.7","8","244","49.6","6","Australia","runs","5"
"2010-09-17","England","Pakistan","Pakistan","bat","Kennington Oval","241","49.4","10","218","45.4","10","Pakistan","runs","23"
"2015-07-22","Sri Lanka","Pakistan","Sri Lanka","bat","R Premadasa Stadium","256","49.7","10","257","40.5","3","Pakistan","wickets","7"
"2006-10-10","Sri Lanka","Zimbabwe","Sri Lanka","bat","Sardar Patel Stadium, Motera","285","49.6","7","141","42.3","10","Sri Lanka","runs","144"
"2008-06-26","Sri Lanka","United Arab Emirates","Sri Lanka","bat","Gaddafi Stadium","290","49.6","10","148","36.3","10","Sri Lanka","runs","142"
"2016-09-30","Pakistan","West Indies","West Indies","field","Sharjah Cricket Stadium","284","48.6","10","175","38.4","10","Pakistan","runs","111"
"2014-12-08","New Zealand","Pakistan","Pakistan","field","Dubai International Cricket Stadium","246","49.7","7","250","49.3","7","Pakistan","wickets","3"
"2009-01-28","Sri Lanka","India","India","field","Rangiri Dambulla International Stadium","246","49.7","7","247","48.1","4","India","wickets","6"
"2011-03-20","India","West Indies","India","bat","MA Chidambaram Stadium, Chepauk","268","49.1","10","188","42.6","10","India","runs","80"
"2007-01-06","New Zealand","Sri Lanka","Sri Lanka","bat","Eden Park","262","49.6","6","73","26.3","10","Sri Lanka","runs","189"
"2014-07-09","Sri Lanka","South Africa","Sri Lanka","bat","Pallekele International Cricket Stadium","267","49.2","10","180","38.1","10","Sri Lanka","runs","87"
"2016-02-20","New Zealand","Australia","Australia","field","Bay Oval","202","49.6","8","193","49.4","10","New Zealand","runs","9"
"2006-02-26","South Africa","Australia","Australia","bat","SuperSport Park","229","46.7","8","207","37.3","4","South Africa","wickets","6"
"2006-03-03","South Africa","Australia","South Africa","bat","Newlands","289","49.7","7","93","34.3","10","South Africa","runs","196"
"2011-10-13","Bangladesh","West Indies","Bangladesh","field","Shere Bangla National Stadium","298","49.6","5","258","49.6","7","West Indies","runs","40"
"2009-01-14","Bangladesh","Sri Lanka","Bangladesh","field","Shere Bangla National Stadium","147","30.3","10","151","23.5","5","Bangladesh","wickets","5"
"2009-01-24","Pakistan","Sri Lanka","Sri Lanka","bat","Gaddafi Stadium","309","49.6","5","75","22.5","10","Sri Lanka","runs","234"
"2007-03-25","Bangladesh","Bermuda","Bangladesh","field","Queen's Park Oval, Port of Spain","94","20.6","8","96","17.3","3","Bangladesh","wickets","7"
"2010-09-12","England","Pakistan","Pakistan","bat","Headingley","294","49.6","8","295","49.4","6","England","wickets","4"
"2006-05-26","West Indies","India","West Indies","field","Queen's Park Oval, Port of Spain","217","49.6","7","218","43.7","4","West Indies","wickets","6"
"2007-03-19","West Indies","Zimbabwe","West Indies","field","Sabina Park, Kingston","202","49.6","5","204","47.5","4","West Indies","wickets","6"
"2006-04-19","India","Pakistan","India","bat","Sheikh Zayed Stadium","269","49.6","4","218","45.2","10","India","runs","51"
"2009-11-03","New Zealand","Pakistan","Pakistan","bat","Sheikh Zayed Stadium","287","49.6","10","149","39.2","10","Pakistan","runs","138"
"2008-01-24","Pakistan","Zimbabwe","Zimbabwe","bat","Niaz Stadium, Hyderabad","238","49.6","8","239","46.3","5","Pakistan","wickets","5"
"2009-01-23","Bangladesh","Zimbabwe","Bangladesh","field","Shere Bangla National Stadium","119","36.6","10","121","32.3","4","Bangladesh","wickets","6"
"2013-02-15","England","New Zealand","England","field","Brabourne Stadium","220","49.6","7","222","46.6","6","England","wickets","4"
"2012-02-03","New Zealand","Zimbabwe","Zimbabwe","field","University Oval","248","48.4","10","158","41.1","10","New Zealand","runs","90"
"2016-01-17","Australia","India","Australia","field","Melbourne Cricket Ground","295","49.7","6","296","48.5","7","Australia","wickets","3"
"2011-02-02","Australia","England","England","bat","Sydney Cricket Ground","333","49.7","6","334","49.3","8","Australia","wickets","2"
"2011-03-17","England","West Indies","England","bat","MA Chidambaram Stadium, Chepauk","243","48.4","10","225","44.4","10","England","runs","18"
"2011-02-25","Australia","New Zealand","Australia","field","Vidarbha Cricket Association Stadium, Jamtha","206","45.1","10","207","33.6","3","Australia","wickets","7"
"2006-10-14","Sri Lanka","West Indies","West Indies","bat","Brabourne Stadium","80","30.4","10","83","13.2","1","Sri Lanka","wickets","9"
"2013-11-30","South Africa","Pakistan","South Africa","field","SuperSport Park","179","46.5","10","181","38.4","6","South Africa","wickets","4"
"2011-03-03","Netherlands","South Africa","Netherlands","field","Punjab Cricket Association Stadium, Mohali","351","49.6","5","120","34.5","10","South Africa","runs","231"
"2013-08-01","Zimbabwe","India","India","field","Queens Sports Club","144","42.5","10","145","30.5","1","India","wickets","9"
"2014-10-19","Sri Lanka","South Africa","Sri Lanka","field","Sinhalese Sports Club Ground","139","26.6","7","143","25.6","6","Sri Lanka","wickets","4"
"2006-02-20","Bangladesh","Sri Lanka","Bangladesh","bat","Shaheed Chandu Stadium","118","35.5","10","119","24.1","5","Sri Lanka","wickets","5"
"2009-11-03","Bangladesh","Zimbabwe","Zimbabwe","bat","Zohur Ahmed Chowdhury Stadium","44","24.5","10","49","11.5","4","Bangladesh","wickets","6"
"2007-10-20","Pakistan","South Africa","Pakistan","bat","Gaddafi Stadium","265","49.7","10","240","49.3","10","Pakistan","runs","25"
"2015-01-29","New Zealand","Sri Lanka","Sri Lanka","bat","Westpac Stadium","287","49.7","6","253","45.2","10","Sri Lanka","runs","34"
"2015-03-17","Pakistan","South Africa","Pakistan","bat","Sharjah Cricket Stadium","153","49.7","10","156","46.4","5","South Africa","wickets","5"
"2016-01-04","Afghanistan","Zimbabwe","Zimbabwe","bat","Sharjah Cricket Stadium","226","49.1","10","161","44.7","10","Zimbabwe","runs","65"
"2007-11-05","India","Pakistan","Pakistan","bat","Nehru Stadium","239","49.6","6","242","46.6","5","India","wickets","5"
"2013-09-20","South Africa","Bangladesh","South Africa","field","Willowmoore Park","149","49.6","7","153","37.5","4","South Africa","wickets","6"
"2011-03-25","New Zealand","South Africa","New Zealand","bat","Shere Bangla National Stadium","221","49.7","8","172","43.2","10","New Zealand","runs","49"
"2006-04-28","Bangladesh","Australia","Bangladesh","bat","Narayanganj Osmani Stadium","124","42.3","10","127","22.4","1","Australia","wickets","9"
"2006-12-01","Canada","Netherlands","Netherlands","field","Willowmoore Park","223","49.6","8","205","41.4","10","Netherlands","wickets","1"
"2015-02-20","New Zealand","England","England","bat","Westpac Stadium","123","33.2","10","125","12.3","2","New Zealand","wickets","8"
"2007-10-29","Pakistan","South Africa","South Africa","bat","Gaddafi Stadium","233","49.6","10","219","46.3","10","South Africa","runs","14"
"2012-02-15","England","Pakistan","England","bat","Sheikh Zayed Stadium","250","49.6","3","230","48.6","10","England","runs","20"
"2006-04-30","West Indies","Zimbabwe","West Indies","bat","Antigua Recreation Ground, St John's","242","49.6","10","144","46.2","10","West Indies","runs","98"
"2010-08-18","Ireland","Netherlands","Netherlands","bat","Clontarf Cricket Club Ground","125","47.2","10","129","20.3","1","Ireland","wickets","9"
"2010-12-01","India","New Zealand","India","field","Sawai Mansingh Stadium","258","49.6","8","259","43.1","2","India","wickets","8"
"2009-05-01","Australia","Pakistan","Pakistan","bat","Sheikh Zayed Stadium","197","48.4","10","200","44.2","2","Australia","wickets","8"
"2007-08-30","England","India","India","bat","Old Trafford","212","49.5","10","213","47.6","7","England","wickets","3"
"2013-05-03","Zimbabwe","Bangladesh","Zimbabwe","field","Queens Sports Club","269","49.7","8","148","32.1","10","Bangladesh","runs","121"
"2006-09-24","Australia","West Indies","Australia","bat","Kinrara Academy Oval","240","49.6","6","113","34.2","10","Australia","runs","127"
"2011-01-21","South Africa","India","South Africa","bat","St George's Park","265","49.6","7","142","32.5","6","South Africa","runs","48"
"2011-09-16","England","India","England","field","Sophia Gardens","304","49.9","6","241","32.2","4","England","wickets","6"
"2007-12-26","New Zealand","Bangladesh","New Zealand","field","Eden Park","201","46.3","10","203","42.4","4","New Zealand","wickets","6"
"2009-09-29","England","New Zealand","New Zealand","field","New Wanderers Stadium","146","43.1","10","147","27.1","6","New Zealand","wickets","4"
"2014-03-06","Bangladesh","Sri Lanka","Bangladesh","bat","Shere Bangla National Stadium","204","49.6","10","208","48.6","7","Sri Lanka","wickets","3"
"2011-03-03","Canada","Pakistan","Pakistan","bat","R Premadasa Stadium","184","42.6","10","138","42.6","10","Pakistan","runs","46"
"2016-01-06","Afghanistan","Zimbabwe","Zimbabwe","bat","Sharjah Cricket Stadium","248","49.5","10","254","49.5","8","Afghanistan","wickets","2"
"2016-10-16","India","New Zealand","India","field","Himachal Pradesh Cricket Association Stadium","190","43.5","10","194","33.1","4","India","wickets","6"
"2009-09-14","Sri Lanka","India","India","bat","R Premadasa Stadium","319","49.6","5","273","46.5","10","India","runs","46"
"2006-10-28","England","West Indies","West Indies","bat","Sardar Patel Stadium, Motera","272","49.6","4","276","48.3","7","England","wickets","3"
"2013-02-05","India","Sri Lanka","Sri Lanka","bat","Brabourne Stadium","282","49.6","5","144","42.2","10","Sri Lanka","runs","138"
"2015-03-13","New Zealand","Bangladesh","New Zealand","field","Seddon Park","288","49.7","7","290","48.5","7","New Zealand","wickets","3"
"2009-09-27","South Africa","England","England","bat","SuperSport Park","323","49.6","8","301","49.6","10","England","runs","22"
"2006-01-22","Australia","Sri Lanka","Sri Lanka","bat","Sydney Cricket Ground","309","49.6","6","258","49.6","10","Sri Lanka","runs","51"
"2016-06-15","West Indies","South Africa","West Indies","field","Warner Park, Basseterre","343","49.6","4","204","37.6","10","South Africa","runs","139"
"2015-01-20","England","India","India","bat","Brisbane Cricket Ground, Woolloongabba","153","39.3","10","156","27.3","1","England","wickets","9"
"2009-04-24","Australia","Pakistan","Pakistan","bat","Dubai Sports City Cricket Stadium","207","46.2","10","208","45.1","4","Australia","wickets","6"
"2010-11-08","Pakistan","South Africa","South Africa","bat","Dubai International Cricket Stadium","317","49.6","5","260","44.5","10","South Africa","runs","57"
"2007-01-14","Australia","New Zealand","Australia","bat","Bellerive Oval","289","49.7","8","184","38.3","10","Australia","runs","105"
"2013-07-24","West Indies","Pakistan","Pakistan","field","Beausejour Stadium, Gros Islet","242","49.6","7","243","49.5","6","Pakistan","wickets","4"
"2014-07-22","Zimbabwe","Afghanistan","Afghanistan","field","Queens Sports Club","261","49.6","8","264","49.4","8","Afghanistan","wickets","2"
"2009-01-21","Pakistan","Sri Lanka","Pakistan","field","National Stadium","290","49.6","8","161","34.5","10","Sri Lanka","runs","129"
"2013-02-22","Sri Lanka","West Indies","Sri Lanka","bat","Rangiri Dambulla International Stadium","164","49.6","10","165","38.2","6","West Indies","wickets","4"
"2013-07-02","India","Sri Lanka","India","field","Sabina Park, Kingston","348","49.6","1","187","44.5","10","Sri Lanka","runs","161"
"2011-06-11","West Indies","India","India","field","Sir Vivian Richards Stadium, North Sound","225","49.6","8","228","46.3","7","India","wickets","3"
"2006-05-20","West Indies","India","India","field","Sabina Park, Kingston","198","49.6","10","197","49.4","10","West Indies","runs","1"
"2010-01-13","India","Sri Lanka","Sri Lanka","field","Shere Bangla National Stadium","245","48.2","10","249","48.3","6","Sri Lanka","wickets","4"
"2012-02-13","England","Pakistan","England","bat","Sheikh Zayed Stadium","260","49.7","7","130","34.6","10","England","runs","130"
"2016-08-30","England","Pakistan","England","bat","Trent Bridge","444","49.6","3","275","42.5","10","England","runs","169"
"2008-08-18","Sri Lanka","India","India","bat","Rangiri Dambulla International Stadium","146","45.7","10","147","34.5","2","Sri Lanka","wickets","8"
"2006-09-10","England","Pakistan","England","field","Edgbaston","154","49.6","10","155","30.7","7","England","wickets","3"
"2016-02-24","South Africa","West Indies","West Indies","bat","Buffalo Park","214","49.6","7","198","48.5","10","West Indies","runs","16"
"2011-11-14","Pakistan","Sri Lanka","Sri Lanka","bat","Dubai International Cricket Stadium","235","49.7","7","210","46.3","10","Sri Lanka","runs","25"
"2010-01-22","Australia","Pakistan","Pakistan","bat","Brisbane Cricket Ground, Woolloongabba","274","49.4","10","275","48.3","5","Australia","wickets","5"
"2010-09-22","England","Pakistan","England","bat","The Rose Bowl","256","49.7","6","135","36.6","10","England","runs","121"
"2011-07-03","England","Sri Lanka","England","bat","Lord's","246","49.6","7","249","48.2","4","Sri Lanka","wickets","6"
"2007-02-17","India","Sri Lanka","India","field","Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium","259","46.8","7","263","40.6","3","India","wickets","7"
"2014-09-12","Ireland","Scotland","Scotland","field","The Village, Malahide","241","49.6","10","243","45.4","2","Scotland","wickets","8"
"2014-08-26","Sri Lanka","Pakistan","Sri Lanka","bat","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa","310","49.6","8","233","43.5","10","Sri Lanka","runs","77"
"2015-01-28","South Africa","West Indies","West Indies","field","SuperSport Park","361","41.7","5","230","37.5","10","South Africa","runs","131"
"2009-04-03","South Africa","Australia","Australia","bat","Kingsmead","286","49.6","7","145","33.1","10","Australia","runs","141"
"2015-10-22","Zimbabwe","Afghanistan","Zimbabwe","bat","Queens Sports Club","184","49.7","8","185","46.4","7","Afghanistan","wickets","3"
"2007-10-18","Kenya","Canada","Kenya","field","Gymkhana Club Ground","230","48.3","10","233","48.4","6","Kenya","wickets","4"
"2008-02-15","Australia","Sri Lanka","Australia","bat","Western Australia Cricket Association Ground","236","49.4","10","173","45.3","10","Australia","runs","63"
"2009-09-12","England","Australia","England","bat","Lord's","220","46.3","10","221","43.5","3","Australia","wickets","7"
"2006-05-14","West Indies","Zimbabwe","West Indies","bat","Queen's Park Oval, Port of Spain","266","49.6","8","162","48.7","10","West Indies","runs","104"
"2009-09-27","New Zealand","Sri Lanka","Sri Lanka","field","New Wanderers Stadium","315","49.7","7","277","46.4","10","New Zealand","runs","38"
"2010-03-11","New Zealand","Australia","Australia","field","Eden Park","238","44.1","10","202","31.1","4","Australia","wickets","6"
"2011-03-07","Canada","Kenya","Kenya","bat","Feroz Shah Kotla","198","49.7","10","199","45.4","5","Canada","wickets","5"
"2008-01-20","South Africa","West Indies","South Africa","field","SuperSport Park","175","35.5","10","176","33.7","4","South Africa","wickets","6"
"2016-06-22","England","Pakistan","Pakistan","field","County Ground, New Road","378","49.7","4","166","47.4","10","England","runs","212"
"2009-01-31","Kenya","Zimbabwe","Kenya","bat","Gymkhana Club Ground","234","49.3","10","236","48.2","6","Zimbabwe","wickets","4"
"2011-01-21","Australia","England","England","field","Bellerive Oval","230","48.2","10","184","44.7","10","Australia","runs","46"
"2014-08-22","West Indies","Bangladesh","Bangladesh","field","National Cricket Stadium, St George's","247","49.6","7","70","24.4","10","West Indies","runs","177"
"2011-02-05","New Zealand","Pakistan","Pakistan","field","Eden Park","311","49.6","6","254","44.1","10","New Zealand","runs","57"
"2011-10-21","South Africa","England","South Africa","field","Senwes Park","297","49.6","3","235","46.5","10","England","runs","62"
"2011-03-13","Canada","New Zealand","Canada","field","Wankhede Stadium","358","49.8","6","261","49.7","10","New Zealand","runs","97"
"2013-01-25","South Africa","New Zealand","New Zealand","bat","Senwes Park","260","49.7","10","264","49.6","10","South Africa","wickets","1"
"2011-03-18","New Zealand","Sri Lanka","Sri Lanka","bat","Wankhede Stadium","265","49.6","10","153","34.6","10","Sri Lanka","runs","112"
"2012-12-08","Bangladesh","West Indies","Bangladesh","field","Shere Bangla National Stadium","217","47.6","10","221","43.6","8","Bangladesh","wickets","2"
"2015-11-17","England","Pakistan","Pakistan","bat","Sharjah Cricket Stadium","208","49.5","10","210","40.6","4","England","wickets","6"
"2006-02-06","Pakistan","India","Pakistan","field","Arbab Niaz Stadium","328","49.4","10","311","46.6","7","Pakistan","runs","7"
"2010-09-20","England","Pakistan","Pakistan","bat","Lord's","265","49.6","7","227","46.1","10","Pakistan","runs","38"
"2012-02-24","Australia","Sri Lanka","Australia","bat","Bellerive Oval","280","49.6","6","283","49.2","7","Sri Lanka","wickets","3"
"2016-10-12","Bangladesh","England","England","field","Zahur Ahmed Chowdhury Stadium","277","49.6","6","278","47.7","6","England","wickets","4"
"2010-06-03","West Indies","South Africa","West Indies","bat","Queen's Park Oval, Port of Spain","252","49.6","6","255","49.4","10","South Africa","wickets","1"
"2015-01-16","Australia","England","England","bat","Sydney Cricket Ground","234","47.5","10","235","39.5","7","Australia","wickets","3"
"2010-06-24","England","Australia","Australia","bat","Sophia Gardens","239","49.7","7","243","45.2","6","England","wickets","4"
"2015-08-19","South Africa","New Zealand","New Zealand","field","SuperSport Park","304","49.6","6","284","48.1","10","South Africa","runs","20"
"2006-05-28","West Indies","India","India","field","Queen's Park Oval, Port of Spain","255","49.6","6","236","47.6","10","West Indies","runs","19"
"2006-02-19","Pakistan","India","India","field","National Stadium","286","49.6","8","287","46.5","2","India","wickets","8"
"2015-02-03","New Zealand","Pakistan","New Zealand","bat","McLean Park","369","49.6","5","250","43.1","10","New Zealand","runs","119"
"2006-02-13","Pakistan","India","India","field","Gaddafi Stadium","288","49.7","8","292","47.4","5","India","wickets","5"
"2008-04-10","West Indies","Sri Lanka","West Indies","field","Queen's Park Oval, Port of Spain","235","49.6","7","236","49.6","10","West Indies","wickets","1"
"2009-04-13","South Africa","Australia","Australia","field","St George's Park","317","49.6","5","256","45.5","10","South Africa","runs","61"
"2007-03-16","England","New Zealand","New Zealand","field","Beausejour Stadium, Gros Islet","209","49.6","7","210","40.6","4","New Zealand","wickets","6"
"2009-10-28","India","Australia","Australia","field","Vidarbha Cricket Association Stadium, Jamtha","354","49.7","6","255","48.3","10","India","runs","99"
"2011-08-20","Sri Lanka","Australia","Sri Lanka","bat","R Premadasa Stadium","132","38.4","10","133","27.6","5","Australia","wickets","5"
"2010-08-13","Sri Lanka","New Zealand","New Zealand","bat","Rangiri Dambulla International Stadium","192","48.1","10","195","40.5","7","Sri Lanka","wickets","3"
"2009-10-02","Australia","England","England","bat","SuperSport Park","257","47.5","10","258","41.5","1","Australia","wickets","9"
"2007-09-08","England","India","India","bat","Lord's","187","47.3","10","188","36.2","3","England","wickets","7"
"2006-12-03","Bangladesh","Zimbabwe","Bangladesh","field","Shaheed Chandu Stadium","217","49.6","7","218","42.4","4","Bangladesh","wickets","6"
"2012-12-02","Bangladesh","West Indies","West Indies","field","Sheikh Abu Naser Stadium","292","49.7","6","132","31.1","10","Bangladesh","runs","160"
"2007-04-16","Australia","Sri Lanka","Sri Lanka","bat","National Cricket Stadium, St George's","226","49.4","10","232","42.4","3","Australia","wickets","7"
"2009-10-21","South Africa","West Indies","South Africa","field","Boland Bank Park","160","49.1","10","163","40.4","3","South Africa","wickets","7"
"2007-06-09","Africa XI","Asia XI","Asia XI","bat","MA Chidambaram Stadium, Chepauk","337","49.6","7","306","49.6","10","Asia XI","runs","31"
"2011-10-28","South Africa","Australia","South Africa","bat","Kingsmead","222","49.6","6","227","47.3","7","Australia","wickets","3"
"2011-02-01","New Zealand","Pakistan","New Zealand","bat","McLean Park","262","49.6","7","264","48.6","8","Pakistan","wickets","2"
"2007-12-20","Australia","New Zealand","New Zealand","field","Bellerive Oval","282","49.6","6","168","33.6","10","Australia","runs","114"
"2011-03-09","India","Netherlands","Netherlands","bat","Feroz Shah Kotla","189","46.4","10","191","36.3","5","India","wickets","5"
"2011-09-11","Zimbabwe","Pakistan","Zimbabwe","bat","Harare Sports Club","225","49.6","6","228","42.1","0","Pakistan","wickets","10"
"2012-11-04","Sri Lanka","New Zealand","New Zealand","bat","Pallekele International Cricket Stadium","250","49.6","5","118","22.5","3","Sri Lanka","runs","14"
"2013-02-23","New Zealand","England","England","field","Eden Park","185","43.6","10","186","37.3","5","England","wickets","5"
"2009-08-09","Sri Lanka","Pakistan","Pakistan","bat","R Premadasa Stadium","279","49.6","7","147","34.2","10","Pakistan","runs","132"
"2016-01-25","New Zealand","Pakistan","Pakistan","field","Basin Reserve","280","49.6","10","210","45.6","10","New Zealand","runs","70"
"2013-06-15","India","Pakistan","India","field","Edgbaston","165","39.4","10","102","19.1","2","India","wickets","8"
"2007-04-25","Australia","South Africa","South Africa","bat","Beausejour Stadium, Gros Islet","149","43.5","10","153","31.4","3","Australia","wickets","7"
"2007-10-25","Kenya","Bermuda","Kenya","field","Gymkhana Club Ground","174","41.2","10","175","28.2","2","Kenya","wickets","8"
"2012-08-28","Australia","Pakistan","Pakistan","bat","Sharjah Cricket Stadium","198","45.1","10","199","48.2","6","Australia","wickets","4"
"2011-12-01","Bangladesh","Pakistan","Bangladesh","bat","Shere Bangla National Stadium","91","30.3","10","93","25.4","5","Pakistan","wickets","5"
"2015-03-20","Australia","Pakistan","Pakistan","bat","Adelaide Oval","213","49.5","10","216","33.5","4","Australia","wickets","6"
"2016-02-29","South Africa","West Indies","South Africa","bat","Buffalo Park","235","49.6","5","200","49.6","8","South Africa","runs","35"
"2008-06-14","India","Pakistan","Pakistan","bat","Shere Bangla National Stadium","315","49.6","4","290","48.2","10","Pakistan","runs","25"
"2007-12-02","South Africa","New Zealand","New Zealand","bat","Newlands","238","49.6","8","242","45.2","5","South Africa","wickets","5"
"2016-09-25","Sri Lanka","Australia","Australia","bat","Khettarama Stadium","268","49.7","3","131","45.6","10","Australia","runs","137"
"2007-07-04","England","West Indies","England","field","Edgbaston","278","49.6","5","217","45.6","10","West Indies","runs","61"
"2007-07-25","Sri Lanka","Bangladesh","Bangladesh","field","R Premadasa Stadium","196","39.6","10","157","37.1","10","Sri Lanka","runs","39"
"2015-07-23","England","Australia","England","field","County Ground","259","49.7","6","196","42.6","10","Australia","runs","63"
"2013-01-22","South Africa","New Zealand","South Africa","field","De Beers Diamond Oval","279","49.6","8","252","49.1","10","New Zealand","runs","27"
"2013-06-16","England","New Zealand","New Zealand","field","Sophia Gardens","169","23.3","10","159","23.8","7","England","runs","10"
"2007-02-11","India","Sri Lanka","India","field","Madhavrao Scindia Cricket Ground","257","49.6","8","252","49.6","10","Sri Lanka","runs","5"
"2011-12-11","India","West Indies","India","bat","MA Chidambaram Stadium, Chepauk","267","49.6","6","233","44.1","10","India","runs","34"
"2011-03-08","New Zealand","Pakistan","New Zealand","bat","Pallekele International Cricket Stadium","302","49.6","7","192","41.4","10","New Zealand","runs","110"
"2013-11-02","India","Australia","Australia","field","M Chinnaswamy Stadium","383","49.6","5","326","45.1","10","India","runs","57"
"2014-03-03","Afghanistan","Sri Lanka","Sri Lanka","bat","Shere Bangla National Stadium","253","49.7","6","124","38.4","10","Sri Lanka","runs","129"
"2008-09-03","Australia","Bangladesh","Bangladesh","bat","Marrara Cricket Ground","117","36.1","10","118","22.4","2","Australia","wickets","8"
"2010-08-16","Scotland","Afghanistan","Scotland","bat","Cambusdoon New Ground","224","49.8","10","225","30.6","1","Afghanistan","wickets","9"
"2011-10-25","South Africa","England","England","field","Senwes Park","181","49.6","10","183","42.8","5","England","wickets","5"
"2015-03-15","United Arab Emirates","West Indies","West Indies","field","McLean Park","175","47.4","10","176","30.3","4","West Indies","wickets","6"
"2013-11-16","Sri Lanka","New Zealand","New Zealand","field","Rangiri Dambulla International Stadium","211","32.7","8","126","24.6","6","Sri Lanka","runs","36"
"2014-08-17","Zimbabwe","South Africa","Zimbabwe","field","Queens Sports Club","309","49.6","3","216","49.5","10","South Africa","runs","93"
"2006-02-18","New Zealand","West Indies","New Zealand","bat","Westpac Stadium","288","49.6","8","207","47.3","10","New Zealand","runs","81"
"2013-08-29","Canada","Netherlands","Netherlands","field","Maple Leaf North-West Ground","67","24.4","10","70","10.4","1","Netherlands","wickets","9"
"2013-11-24","India","West Indies","West Indies","field","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium","288","49.6","7","289","49.3","8","West Indies","wickets","2"
"2006-01-17","South Africa","Sri Lanka","South Africa","field","Brisbane Cricket Ground, Woolloongabba","282","49.6","6","188","44.2","10","Sri Lanka","runs","94"
"2010-12-03","Bangladesh","Zimbabwe","Bangladesh","field","Shere Bangla National Stadium","191","46.2","10","194","39.4","4","Bangladesh","wickets","6"
"2009-02-08","Australia","New Zealand","New Zealand","field","Sydney Cricket Ground","301","49.6","10","269","47.3","10","Australia","runs","32"
"2010-06-21","Bangladesh","Pakistan","Pakistan","bat","Rangiri Dambulla International Stadium","385","49.6","7","246","49.6","5","Pakistan","runs","139"
"2007-04-24","New Zealand","Sri Lanka","Sri Lanka","bat","Sabina Park, Kingston","289","49.7","5","208","41.4","10","Sri Lanka","runs","81"
